72,73
47,62
70,73
2,48
34,37
48,63
4,57
4,66
64,80
8,11
9,10
1,17
15,25
16,24
34,60
35,37
9,12
38,57
33,70
12,47
38,66
44,79
12,56
38,75
7,69
19,34
7,78
34,62
34,71
11,48
34,80
12,22
20,35
12,31
46,63
7,44
12,40
7,53
12,49
45,46
19,36
71,74
45,55
3,58
3,67
3,76
4,75
51,70
34,48
45,48
65,81
72,74
47,63
53,79
42,70
26,70
16,69
22,48
16,78
12,65
6,79
12,74
16,44
13,57
8,70
16,53
13,66
27,28
13,75
1,18
27,37
2,17
54,55
60,70
48,62
19,35
71,73
58,66
58,75
70,74
8,10
35,70
25,69
20,48
31,48
45,47
25,78
57,67
65,80
45,56
57,76
15,79
64,81
25,44
17,70
25,53
8,12
9,11
36,37
20,34
46,62
34,42
34,51
26,28
6,25
7,24
26,37
20,36
40,48
3,29
29,57
2,18
54,56
3,38
29,66
24,79
29,75
