28,76
46,57
22,35
38,53
48,63
38,62
43,76
49,62
4,39
4,48
4,57
72,75
4,66
70,75
48,56
23,36
32,78
10,20
24,28
47,57
25,36
16,33
44,49
16,42
36,75
34,78
20,33
39,46
48,58
33,70
33,79
49,75
13,30
7,78
20,72
20,81
12,22
20,35
22,32
12,31
46,63
12,40
12,49
19,36
53,77
3,58
3,67
3,76
21,36
43,75
37,53
42,49
47,63
37,62
45,75
42,70
42,79
36,38
39,55
16,78
18,75
22,75
20,32
7,32
21,31
23,28
21,40
32,70
21,49
27,28
13,75
36,40
54,55
36,49
25,28
62,77
43,54
22,34
1,20
53,58
28,38
54,57
58,66
48,55
28,40
71,75
28,49
31,75
18,20
24,36
16,32
9,75
36,37
9,20
40,53
39,54
45,49
39,63
40,62
32,79
20,34
39,47
39,56
26,28
7,33
7,42
27,75
22,33
20,45
39,58
54,56
40,75
