6,16
16,6
10,4
4,10
17,7
7,17
19,16
16,19
18,2
2,18
6,2
2,6
2,7
7,2
6,10
10,6
2,1
1,2
13,16
16,13
19,4
4,19
11,13
13,11
4,6
6,4
4,11
11,4
15,12
12,15
5,4
4,5
13,8
8,13
8,7
7,8
8,10
10,8
4,3
3,4
0,7
7,0
7,1
1,7
2,4
4,2
4,1
1,4
16,14
14,16
14,17
17,14
15,1
1,15
6,12
12,6
19,14
14,19
0,16
16,0
5,8
8,5
3,7
7,3
10,14
14,10
8,15
15,8
17,8
8,17
3,14
14,3
18,3
3,18
19,3
3,19
0,2
2,0
12,16
16,12
12,18
18,12
16,2
2,16
8,3
3,8
14,0
0,14
3,10
10,3
5,6
6,5
3,12
12,3
2,13
13,2
4,16
16,4
6,8
8,6
3,5
5,3
9,13
13,9
9,0
0,9
12,7
7,12
4,7
7,4
7,6
6,7
13,3
3,13
4,18
18,4
15,19
19,15
13,0
0,13
5,9
9,5
16,15
15,16
19,10
10,19
0,3
3,0
8,9
9,8
0,1
1,0
10,12
12,10
3,11
11,3
18,17
17,18
9,4
4,9
3,1
1,3
9,19
19,9
2,8
8,2
1,17
17,1
10,11
11,10
8,11
11,8
12,17
17,12
18,0
0,18
19,6
6,19
6,14
14,6
8,1
1,8
2,3
3,2
10,15
15,10
2,15
15,2
18,9
9,18
12,11
11,12
5,1
1,5
5,16
16,5
7,13
13,7
13,6
6,13
16,3
3,16
0,17
17,0
14,18
18,14
17,13
13,17
10,17
17,10
9,11
11,9
9,16
16,9
11,5
5,11
12,4
4,12
10,13
13,10
