6,5
5,6
11,13
13,11
2,1
1,2
15,11
11,15
15,14
14,15
15,18
18,15
19,6
6,19
13,19
19,13
7,1
1,7
5,2
2,5
19,7
7,19
8,18
18,8
17,9
9,17
5,7
7,5
4,14
14,4
19,11
11,19
8,4
4,8
19,1
1,19
17,18
18,17
14,17
17,14
18,6
6,18
13,1
1,13
8,14
14,8
1,0
0,1
9,12
12,9
6,3
3,6
17,4
4,17
15,8
8,15
8,1
1,8
2,17
17,2
16,0
0,16
6,9
9,6
1,18
18,1
15,2
2,15
13,18
18,13
9,5
5,9
16,5
5,16
0,12
12,0
3,2
2,3
5,19
19,5
19,16
16,19
13,12
12,13
5,10
10,5
19,2
2,19
14,9
9,14
0,8
8,0
3,14
14,3
9,11
11,9
9,19
19,9
3,19
19,3
9,10
10,9
11,0
0,11
7,10
10,7
12,6
6,12
17,16
16,17
4,2
2,4
10,17
17,10
15,16
16,15
10,12
12,10
6,1
1,6
4,5
5,4
3,15
15,3
9,13
13,9
2,6
6,2
4,3
3,4
18,2
2,18
9,4
4,9
16,13
13,16
1,16
16,1
8,11
11,8
15,6
6,15
0,14
14,0
0,5
5,0
4,19
19,4
5,3
3,5
0,7
7,0
16,9
9,16
7,16
16,7
11,2
2,11
17,11
11,17
4,7
7,4
8,2
2,8
9,3
3,9
8,5
5,8
2,14
14,2
13,8
8,13
19,0
0,19
1,9
9,1
16,12
12,16
10,13
13,10
14,5
5,14
12,4
4,12
11,12
12,11
14,13
13,14
18,3
3,18
10,18
18,10
4,0
0,4
3,1
1,3
11,10
10,11
12,14
14,12
