3,12
12,3
2,17
17,2
3,5
5,3
5,4
4,5
18,16
16,18
10,2
2,10
15,8
8,15
10,1
1,10
1,0
0,1
3,8
8,3
1,4
4,1
10,12
12,10
0,7
7,0
0,6
6,0
19,3
3,19
1,6
6,1
5,11
11,5
17,18
18,17
14,15
15,14
13,7
7,13
12,7
7,12
18,5
5,18
19,18
18,19
2,6
6,2
5,19
19,5
7,6
6,7
11,4
4,11
17,0
0,17
9,2
2,9
1,2
2,1
2,0
0,2
8,11
11,8
12,5
5,12
19,15
15,19
13,6
6,13
3,10
10,3
8,5
5,8
1,3
3,1
7,8
8,7
9,6
6,9
1,9
9,1
9,4
4,9
1,13
13,1
18,12
12,18
13,4
4,13
16,8
8,16
12,15
15,12
4,14
14,4
3,17
17,3
5,15
15,5
18,15
15,18
12,9
9,12
11,1
1,11
6,19
19,6
7,11
11,7
17,16
16,17
17,15
15,17
14,6
6,14
12,0
0,12
11,15
15,11
6,5
5,6
1,5
5,1
19,8
8,19
4,16
16,4
10,8
8,10
8,12
12,8
14,10
10,14
8,2
2,8
13,2
2,13
0,5
5,0
4,7
7,4
3,14
14,3
9,11
11,9
5,7
7,5
14,0
0,14
7,16
16,7
19,4
4,19
2,7
7,2
7,15
15,7
6,18
18,6
16,12
12,16
17,12
12,17
4,17
17,4
7,10
10,7
13,12
12,13
13,5
5,13
16,19
19,16
14,8
8,14
11,16
16,11
8,4
4,8
14,5
5,14
17,13
13,17
2,12
12,2
5,2
2,5
3,6
6,3
10,18
18,10
9,5
5,9
4,0
0,4
0,15
15,0
17,19
19,17
